slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho3,Preservation,strat_height,Description.notes,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes,Va1,Va2,PhL,NoH,No,OrR,TrP,OrS,ApT,Va,Tr,BrF,NoC,TrA,ApW,BrA,U,ApB,Ap,Va3,Sp,OrF,Ph,TrS,SpT,Ap?,Br,Va4,Va6,Va?,Or?,BrM,Or,Tr?,TrC,SpS,PhI,PhS
CSD-129,CSD-129b,11/2/22,Liuliu Gould,specimen,x,x,,,,Or,OrF1,2,67,"two frisbee kites, one is a partial specimen; no tails; collected by Liuliu 10/27/2022",NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-130,CSD-130,11/2/22,Liuliu Gould,specimen,x,,,,,Ap,ApT12,2,67,Eurypterid? Appendage with multiple spikes; Liuliu collected 11/1/2022,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-131,CSD-131a,11/2/22,Liuliu Gould,specimen,x,x,,,,Tr,TrP1,1,67,tergopleura with sharp corners; Liuliu collected 10/27/2022,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-131,CSD-131b,11/2/22,Liuliu Gould,specimen,x,x,,,,Tr,TrP1,2,67,tergopleura; Liuliu collected 10/27/2022,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-132,CSD-132,11/2/22,Liuliu Gould,specimen,x,x,x,,,Va,Va2,1,67,scrap of clam shrimp valve; Liuliu collected 10/27/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-133,CSD-133,11/2/22,Liuliu Gould,specimen,x,x,x,,,Va,Va3,NA,67,Partial clam shrimp valve; broken during slide prep; Liuliu collected 10/27/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-144,CSD-144a,11/7/22,Liuliu Gould,specimen,,,,,x,Or,OrF1,2,67,frisbee kite with short strings; 10/31/22 collected by Liuliu,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-144,CSD-144b,11/7/22,Liuliu Gould,specimen,,,,,x,Or,OrF1,3,67,frisbee kite with string; 10/31/22 collected by Liuliu,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-144,CSD-144c,11/7/22,Liuliu Gould,specimen,,,,,x,Or,OrF1,2,67,frisbeekite disc; 10/31/22 collected by Liuliu,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-145,CSD-145,11/7/22,Liuliu Gould,specimen,x,,,,,Ap,ApW1,3,67,spiky segmented arthropod appendage; collected Liuliu 10/31/22,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-146,CSD-146,11/7/22,Liuliu Gould,specimen,x,x,,,,Tr,TrA2,2,67,abd6 and telson with a bunch of dark spots; collected 10/31/22 liuliu,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-147,CSD-147,11/7/22,Liuliu Gould,specimen,,,,x,,No,NoH1,3,67,Nodal structure with branches; collected liuliu 10/31/22,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-148,CSD-148a,11/7/22,Liuliu Gould,specimen,,,,,x,Br,BrA5,2,67,algal branch with circular node; collected liuliu 10/31/2022,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-148,CSD-148b,11/7/22,Liuliu Gould,specimen,,,,,x,Br,BrA5,1,67,algal branch,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-149,CSD-149,11/7/22,Liuliu Gould,specimen,x,x,,,,Tr,TrP1,NA,67,tergopleura; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-150,CSD-150a,11/7/22,Liuliu Gould,specimen,x,x,,,,Ap,ApT4,2,67,caudal furcae; collected liuliu 10/31/2022,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-150,CSD-150b,11/7/22,Liuliu Gould,specimen,x,x,,,,Ap,ApT3,2,67,caudal furcae; collected liuliu 10/31/2022,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-151,CSD-151,11/7/22,Liuliu Gould,specimen,x,x,,,,Tr,TrA2,3,67,caudal end of shrimp; collected liuliu 10/31/2022,x,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-152,CSD-152a,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va3,NA,67,multiple pieces of clam shrimp; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-152,CSD-152b,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va2,NA,67,multiple pieces of clam shrimp; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-152,CSD-152c,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va1,NA,67,multiple pieces of clam shrimp; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-152,CSD-152d,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va,NA,67,multiple pieces of clam shrimp; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-152,CSD-152e,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va,NA,67,multiple pieces of clam shrimp; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-152,CSD-152f,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va,NA,67,multiple pieces of clam shrimp; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-153,CSD-153,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va3,NA,67,clam shrimp? With very defined growth lines / segments; collected liuliu 10/31/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-154,CSD-154,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va,NA,67,clam shrimp mostly complete cuticle; collected Liuliu 11/3/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-155,CSD-155,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va,NA,67,clam shrimp mostly complete cuticle; collected Liuliu 11/3/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-156,CSD-156,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va2,1,67,clam shrimp scrap; liuliu collected 11/3/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-157,CSD-157,11/7/22,Liuliu Gould,specimen,x,x,x,,,Va,Va,1,67,clam shrimp scrap; liuliu collected 11/3/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSD-158,CSD-158,11/7/22,Liuliu Gould,specimen,,,,,x,No,No,NA,67,partial node?; liuliu collected 11/3/2022,NA,CSD-21-G,3.2,105µm,3/31/22,4/13/22,4/15/22,13,2,x,surface lw,"lots of organic gunk, flakes","much more material than CSD-21#H, large flakes","6/1/2022: very large, very well preserved liverworts not coalified; algal nodes w branches common*, thin tergopleurae*, other tergopleurae*, frisbeekites, herbivory*, caudal furca*, part of paddle*, small abdominal series*, endite border*; serrated cuticle collected by Gullermo 9/30/22 and nice frisbeekite 10/4/2022",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
